Name,Year,Author,User Rating,Reviews,Price ($),Genre
1984 (Signet Classics),2010.0,George Orwell,4.2,0.0,20.0,Non Fiction
1984 (Signet Classics),2011.0,George Orwell,4.55,156489.0,23.5,Non Fiction
1984 (Signet Classics),2012.0,George Orwell,4.1,62174.0,13.0,Non Fiction
1984 (Signet Classics),2014.0,George Orwell,4.7,0.0,28.0,Non Fiction
1984 (Signet Classics),2015.0,George Orwell,4.1,13129.0,38.0,Non Fiction
1984 (Signet Classics),2016.0,George Orwell,4.4,130972.0,13.0,Non Fiction
1984 (Signet Classics),2017.0,George Orwell,4.3,54954.0,12.0,Non Fiction
1984 (Signet Classics),2018.0,George Orwell,4.3,79314.0,28.0,Non Fiction
1984 (Signet Classics),2019.0,George Orwell,4.4,54255.0,25.0,Non Fiction
"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",2009.0,John Grisham,4.1,42953.0,35.0,Fiction
"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",2010.0,John Grisham,4.6,37725.0,21.0,Fiction
"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",2011.0,John Grisham,4.3,154287.0,14.0,Fiction
"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",2012.0,John Grisham,3.8,55985.0,15.0,Fiction
"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",2013.0,John Grisham,4.6,48443.0,42.0,Fiction
"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",2014.0,John Grisham,4.45,39688.0,30.0,Fiction
"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",2015.0,John Grisham,4.1,43384.0,17.0,Fiction
"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",2016.0,John Grisham,3.6,47013.0,49.0,Fiction
"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",2017.0,John Grisham,4.1,3327.0,28.0,Fiction
"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",2018.0,John Grisham,4.9,0.0,23.0,Fiction
"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",2019.0,John Grisham,5.0,7832.0,26.0,Fiction
A Dance With Dragons (A Song Of Ice And Fire),2009.0,George R.R. Martin,3.9,46088.0,28.0,Fiction
A Dance With Dragons (A Song Of Ice And Fire),2010.0,George R.R. Martin,4.65,38843.0,26.0,Fiction
A Dance With Dragons (A Song Of Ice And Fire),2011.0,George R.R. Martin,4.4,88341.0,19.0,Fiction
A Dance With Dragons (A Song Of Ice And Fire),2012.0,George R.R. Martin,3.65,24016.0,24.5,Fiction
A Dance With Dragons (A Song Of Ice And Fire),2013.0,George R.R. Martin,4.15,6035.0,32.0,Fiction
A Dance With Dragons (A Song Of Ice And Fire),2014.0,George R.R. Martin,4.3,62936.0,27.0,Fiction
A Dance With Dragons (A Song Of Ice And Fire),2015.0,George R.R. Martin,4.3,0.0,26.0,Fiction
A Dance With Dragons (A Song Of Ice And Fire),2016.0,George R.R. Martin,4.7,78034.0,15.0,Fiction
A Dance With Dragons (A Song Of Ice And Fire),2017.0,George R.R. Martin,4.9,0.0,12.0,Fiction
A Dance With Dragons (A Song Of Ice And Fire),2018.0,George R.R. Martin,4.7,33648.0,28.0,Fiction
A Dance With Dragons (A Song Of Ice And Fire),2019.0,George R.R. Martin,4.3,226262.0,15.5,Fiction
A Game Of Thrones / A Clash Of Kings / A Storm Of Swords / A Feast Of Crows / A Dance With Dragons,2009.0,George R.R. Martin,4.1,126902.0,22.0,Fiction
A Game Of Thrones / A Clash Of Kings / A Storm Of Swords / A Feast Of Crows / A Dance With Dragons,2010.0,George R.R. Martin,4.6,13634.0,30.0,Fiction
A Game Of Thrones / A Clash Of Kings / A Storm Of Swords / A Feast Of Crows / A Dance With Dragons,2011.0,George R.R. Martin,4.35,3780.0,23.5,Fiction
A Game Of Thrones / A Clash Of Kings / A Storm Of Swords / A Feast Of Crows / A Dance With Dragons,2013.0,George R.R. Martin,3.9,50694.0,10.5,Fiction
A Game Of Thrones / A Clash Of Kings / A Storm Of Swords / A Feast Of Crows / A Dance With Dragons,2014.0,George R.R. Martin,4.7,47618.0,30.0,Fiction
A Game Of Thrones / A Clash Of Kings / A Storm Of Swords / A Feast Of Crows / A Dance With Dragons,2015.0,George R.R. Martin,3.9,68930.0,29.0,Fiction
A Game Of Thrones / A Clash Of Kings / A Storm Of Swords / A Feast Of Crows / A Dance With Dragons,2016.0,George R.R. Martin,4.4,80648.0,26.0,Fiction
A Game Of Thrones / A Clash Of Kings / A Storm Of Swords / A Feast Of Crows / A Dance With Dragons,2017.0,George R.R. Martin,4.8,12583.0,13.0,Fiction
A Game Of Thrones / A Clash Of Kings / A Storm Of Swords / A Feast Of Crows / A Dance With Dragons,2018.0,George R.R. Martin,4.1,94906.0,26.0,Fiction
A Game Of Thrones / A Clash Of Kings / A Storm Of Swords / A Feast Of Crows / A Dance With Dragons,2019.0,George R.R. Martin,4.6,98826.0,20.0,Fiction
A Gentleman In Moscow: A Novel,2009.0,Amor Towles,4.7,49598.0,15.5,Non Fiction
A Gentleman In Moscow: A Novel,2010.0,Amor Towles,4.55,47772.0,24.5,Non Fiction
A Gentleman In Moscow: A Novel,2011.0,Amor Towles,4.3,73425.0,12.0,Non Fiction
A Gentleman In Moscow: A Novel,2012.0,Amor Towles,4.25,45280.0,41.5,Non Fiction
A Gentleman In Moscow: A Novel,2013.0,Amor Towles,3.6,30618.0,41.0,Non Fiction
A Gentleman In Moscow: A Novel,2014.0,Amor Towles,3.9,20186.0,44.0,Non Fiction
A Gentleman In Moscow: A Novel,2015.0,Amor Towles,4.4,49948.0,26.0,Non Fiction
A Gentleman In Moscow: A Novel,2016.0,Amor Towles,4.1,3084.0,13.0,Non Fiction
A Gentleman In Moscow: A Novel,2017.0,Amor Towles,4.5,198397.0,24.5,Non Fiction
A Gentleman In Moscow: A Novel,2018.0,Amor Towles,4.3,59962.0,48.0,Non Fiction
A Gentleman In Moscow: A Novel,2019.0,Amor Towles,4.0,92152.0,22.0,Non Fiction
"A Higher Loyalty: Truth, Lies, And Leadership",2009.0,James Comey,4.5,86285.0,31.0,Non Fiction
"A Higher Loyalty: Truth, Lies, And Leadership",2011.0,James Comey,4.7,181297.0,26.0,Non Fiction
"A Higher Loyalty: Truth, Lies, And Leadership",2012.0,James Comey,3.7,19273.0,15.0,Non Fiction
"A Higher Loyalty: Truth, Lies, And Leadership",2013.0,James Comey,4.2,109802.0,15.5,Non Fiction
"A Higher Loyalty: Truth, Lies, And Leadership",2014.0,James Comey,4.3,30672.0,26.0,Non Fiction
"A Higher Loyalty: Truth, Lies, And Leadership",2015.0,James Comey,4.0,5330.0,26.0,Non Fiction
"A Higher Loyalty: Truth, Lies, And Leadership",2016.0,James Comey,4.2,62680.0,24.0,Non Fiction
"A Higher Loyalty: Truth, Lies, And Leadership",2018.0,James Comey,4.8,109077.0,26.0,Non Fiction
A Man Called Ove: A Novel,2010.0,Fredrik Backman,4.3,2185.0,12.0,Non Fiction
A Man Called Ove: A Novel,2011.0,Fredrik Backman,4.4,152942.0,36.0,Non Fiction
A Man Called Ove: A Novel,2012.0,Fredrik Backman,4.2,61376.0,24.5,Non Fiction
A Man Called Ove: A Novel,2013.0,Fredrik Backman,3.9,110607.0,24.0,Non Fiction
A Man Called Ove: A Novel,2014.0,Fredrik Backman,4.1,15445.0,36.5,Non Fiction
A Man Called Ove: A Novel,2015.0,Fredrik Backman,3.9,46255.0,9.0,Non Fiction
A Man Called Ove: A Novel,2016.0,Fredrik Backman,4.6,63811.0,8.0,Non Fiction
A Man Called Ove: A Novel,2017.0,Fredrik Backman,4.6,47696.0,8.0,Non Fiction
A Man Called Ove: A Novel,2018.0,Fredrik Backman,4.4,72123.0,9.0,Non Fiction
A Man Called Ove: A Novel,2019.0,Fredrik Backman,4.6,117187.0,32.5,Non Fiction
A Patriot'S History Of The United States: From Columbus'S Great Discovery To The War On Terror,2009.0,Larry Schweikart,4.3,192627.0,15.0,Non Fiction
A Patriot'S History Of The United States: From Columbus'S Great Discovery To The War On Terror,2010.0,Larry Schweikart,4.6,70952.0,24.0,Non Fiction
A Patriot'S History Of The United States: From Columbus'S Great Discovery To The War On Terror,2011.0,Larry Schweikart,4.45,105530.0,31.5,Non Fiction
A Patriot'S History Of The United States: From Columbus'S Great Discovery To The War On Terror,2012.0,Larry Schweikart,4.8,27963.0,47.0,Non Fiction
A Patriot'S History Of The United States: From Columbus'S Great Discovery To The War On Terror,2014.0,Larry Schweikart,3.7,42296.0,31.5,Non Fiction
A Patriot'S History Of The United States: From Columbus'S Great Discovery To The War On Terror,2015.0,Larry Schweikart,3.6,67447.0,28.0,Non Fiction
A Patriot'S History Of The United States: From Columbus'S Great Discovery To The War On Terror,2016.0,Larry Schweikart,4.3,17467.0,49.0,Non Fiction
A Patriot'S History Of The United States: From Columbus'S Great Discovery To The War On Terror,2019.0,Larry Schweikart,4.1,41700.0,21.0,Non Fiction
A Stolen Life: A Memoir,2009.0,Jaycee Dugard,4.35,56224.0,28.0,Fiction
A Stolen Life: A Memoir,2010.0,Jaycee Dugard,3.6,0.0,47.0,Fiction
A Stolen Life: A Memoir,2011.0,Jaycee Dugard,4.5,167878.0,29.0,Fiction
A Stolen Life: A Memoir,2012.0,Jaycee Dugard,4.3,0.0,34.0,Fiction
A Stolen Life: A Memoir,2013.0,Jaycee Dugard,4.5,77372.0,33.0,Fiction
A Stolen Life: A Memoir,2014.0,Jaycee Dugard,4.3,94403.0,20.5,Fiction
A Stolen Life: A Memoir,2015.0,Jaycee Dugard,4.3,76730.0,37.0,Fiction
A Stolen Life: A Memoir,2016.0,Jaycee Dugard,4.5,57477.0,42.0,Fiction
A Stolen Life: A Memoir,2017.0,Jaycee Dugard,4.0,48739.0,29.0,Fiction
A Stolen Life: A Memoir,2019.0,Jaycee Dugard,4.65,45918.0,30.0,Fiction
A Wrinkle In Time (Time Quintet),2009.0,Madeleine L'Engle,4.55,19185.0,29.0,Fiction
A Wrinkle In Time (Time Quintet),2010.0,Madeleine L'Engle,4.2,75213.0,30.0,Fiction
A Wrinkle In Time (Time Quintet),2011.0,Madeleine L'Engle,4.2,37090.0,42.0,Fiction
A Wrinkle In Time (Time Quintet),2012.0,Madeleine L'Engle,4.0,26651.0,22.0,Fiction
A Wrinkle In Time (Time Quintet),2013.0,Madeleine L'Engle,4.8,49615.0,39.0,Fiction
A Wrinkle In Time (Time Quintet),2014.0,Madeleine L'Engle,4.9,6610.0,30.0,Fiction
A Wrinkle In Time (Time Quintet),2015.0,Madeleine L'Engle,4.1,80139.0,48.0,Fiction
A Wrinkle In Time (Time Quintet),2016.0,Madeleine L'Engle,4.3,83734.0,26.0,Fiction
A Wrinkle In Time (Time Quintet),2017.0,Madeleine L'Engle,4.1,125443.0,25.0,Fiction
A Wrinkle In Time (Time Quintet),2018.0,Madeleine L'Engle,4.3,40415.0,29.0,Fiction
A Wrinkle In Time (Time Quintet),2019.0,Madeleine L'Engle,3.85,46174.0,19.5,Fiction
"Act Like A Lady, Think Like A Man: What Men Really Think About Love, Relationships, Intimacy, And Commitment",2009.0,Steve Harvey,3.8,54829.0,26.0,Fiction
"Act Like A Lady, Think Like A Man: What Men Really Think About Love, Relationships, Intimacy, And Commitment",2011.0,Steve Harvey,4.75,92994.0,30.5,Fiction
"Act Like A Lady, Think Like A Man: What Men Really Think About Love, Relationships, Intimacy, And Commitment",2012.0,Steve Harvey,4.0,36252.0,18.0,Fiction
"Act Like A Lady, Think Like A Man: What Men Really Think About Love, Relationships, Intimacy, And Commitment",2014.0,Steve Harvey,4.4,86548.0,38.0,Fiction
"Act Like A Lady, Think Like A Man: What Men Really Think About Love, Relationships, Intimacy, And Commitment",2015.0,Steve Harvey,4.3,18633.0,5.0,Fiction
"Act Like A Lady, Think Like A Man: What Men Really Think About Love, Relationships, Intimacy, And Commitment",2016.0,Steve Harvey,4.1,28031.0,47.0,Fiction
"Act Like A Lady, Think Like A Man: What Men Really Think About Love, Relationships, Intimacy, And Commitment",2017.0,Steve Harvey,3.95,49900.0,16.0,Fiction
"Act Like A Lady, Think Like A Man: What Men Really Think About Love, Relationships, Intimacy, And Commitment",2018.0,Steve Harvey,4.5,29225.0,26.5,Fiction
"Act Like A Lady, Think Like A Man: What Men Really Think About Love, Relationships, Intimacy, And Commitment",2019.0,Steve Harvey,4.8,40911.0,8.0,Fiction
"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, And Paisley Patterns",2009.0,Adult Coloring Book Designs,4.4,43149.0,17.0,Non Fiction
"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, And Paisley Patterns",2010.0,Adult Coloring Book Designs,4.35,49581.0,26.0,Non Fiction
"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, And Paisley Patterns",2011.0,Adult Coloring Book Designs,4.3,149169.0,26.0,Non Fiction
"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, And Paisley Patterns",2012.0,Adult Coloring Book Designs,3.95,57408.0,33.5,Non Fiction
"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, And Paisley Patterns",2013.0,Adult Coloring Book Designs,4.7,24882.0,33.0,Non Fiction
"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, And Paisley Patterns",2014.0,Adult Coloring Book Designs,4.05,61811.0,22.5,Non Fiction
"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, And Paisley Patterns",2015.0,Adult Coloring Book Designs,4.4,0.0,26.0,Non Fiction
"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, And Paisley Patterns",2016.0,Adult Coloring Book Designs,4.1,11436.0,12.0,Non Fiction
"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, And Paisley Patterns",2017.0,Adult Coloring Book Designs,4.65,48151.0,22.5,Non Fiction
"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, And Paisley Patterns",2018.0,Adult Coloring Book Designs,4.0,68591.0,18.0,Non Fiction
"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, And Paisley Patterns",2019.0,Adult Coloring Book Designs,4.3,46648.0,41.0,Non Fiction
Adult Coloring Book: Stress Relieving Animal Designs,2009.0,Blue Star Coloring,4.4,41216.0,33.0,Non Fiction
Adult Coloring Book: Stress Relieving Animal Designs,2010.0,Blue Star Coloring,4.7,137989.0,38.0,Non Fiction
Adult Coloring Book: Stress Relieving Animal Designs,2011.0,Blue Star Coloring,4.2,152842.0,29.0,Non Fiction
Adult Coloring Book: Stress Relieving Animal Designs,2012.0,Blue Star Coloring,4.35,130181.0,26.0,Non Fiction
Adult Coloring Book: Stress Relieving Animal Designs,2013.0,Blue Star Coloring,3.6,43735.0,14.0,Non Fiction
Adult Coloring Book: Stress Relieving Animal Designs,2014.0,Blue Star Coloring,4.35,78365.0,22.0,Non Fiction
Adult Coloring Book: Stress Relieving Animal Designs,2015.0,Blue Star Coloring,4.6,2925.0,6.0,Non Fiction
Adult Coloring Book: Stress Relieving Animal Designs,2016.0,Blue Star Coloring,4.1,46844.0,14.0,Non Fiction
Adult Coloring Book: Stress Relieving Animal Designs,2017.0,Blue Star Coloring,4.0,69332.0,21.0,Non Fiction
Adult Coloring Book: Stress Relieving Animal Designs,2019.0,Blue Star Coloring,4.2,141849.0,18.5,Non Fiction
Adult Coloring Book: Stress Relieving Patterns,2009.0,Blue Star Coloring,3.9,58276.0,19.0,Fiction
Adult Coloring Book: Stress Relieving Patterns,2011.0,Blue Star Coloring,4.5,82231.0,44.0,Fiction
Adult Coloring Book: Stress Relieving Patterns,2012.0,Blue Star Coloring,4.7,34797.0,25.0,Fiction
Adult Coloring Book: Stress Relieving Patterns,2015.0,Blue Star Coloring,4.4,42738.0,27.0,Fiction
Adult Coloring Book: Stress Relieving Patterns,2016.0,Blue Star Coloring,4.9,19560.0,12.0,Fiction
Adult Coloring Book: Stress Relieving Patterns,2018.0,Blue Star Coloring,3.9,31220.0,18.0,Fiction
Adult Coloring Book: Stress Relieving Patterns,2019.0,Blue Star Coloring,4.2,161090.0,26.0,Fiction
"Adult Coloring Books: A Coloring Book For Adults Featuring Mandalas And Henna Inspired Flowers, Animals, And Paisleyâ€¦",2009.0,Coloring Books For Adults,4.4,81219.0,11.0,Fiction
"Adult Coloring Books: A Coloring Book For Adults Featuring Mandalas And Henna Inspired Flowers, Animals, And Paisleyâ€¦",2011.0,Coloring Books For Adults,4.6,92819.0,13.5,Fiction
"Adult Coloring Books: A Coloring Book For Adults Featuring Mandalas And Henna Inspired Flowers, Animals, And Paisleyâ€¦",2012.0,Coloring Books For Adults,4.45,79685.0,23.0,Fiction
"Adult Coloring Books: A Coloring Book For Adults Featuring Mandalas And Henna Inspired Flowers, Animals, And Paisleyâ€¦",2013.0,Coloring Books For Adults,4.3,32007.0,27.0,Fiction
"Adult Coloring Books: A Coloring Book For Adults Featuring Mandalas And Henna Inspired Flowers, Animals, And Paisleyâ€¦",2015.0,Coloring Books For Adults,3.6,75550.0,28.0,Fiction
"Adult Coloring Books: A Coloring Book For Adults Featuring Mandalas And Henna Inspired Flowers, Animals, And Paisleyâ€¦",2016.0,Coloring Books For Adults,4.1,11915.0,15.0,Fiction
"Adult Coloring Books: A Coloring Book For Adults Featuring Mandalas And Henna Inspired Flowers, Animals, And Paisleyâ€¦",2017.0,Coloring Books For Adults,4.1,267.0,39.0,Fiction
"Adult Coloring Books: A Coloring Book For Adults Featuring Mandalas And Henna Inspired Flowers, Animals, And Paisleyâ€¦",2018.0,Coloring Books For Adults,4.7,32230.0,29.0,Fiction
"Adult Coloring Books: A Coloring Book For Adults Featuring Mandalas And Henna Inspired Flowers, Animals, And Paisleyâ€¦",2019.0,Coloring Books For Adults,4.3,9629.0,25.0,Fiction
Alexander Hamilton,2009.0,Ron Chernow,4.3,158832.0,25.0,Fiction
Alexander Hamilton,2010.0,Ron Chernow,4.5,21470.0,45.0,Fiction
Alexander Hamilton,2011.0,Ron Chernow,4.8,55785.0,47.0,Fiction
Alexander Hamilton,2012.0,Ron Chernow,4.6,15468.0,33.0,Fiction
Alexander Hamilton,2013.0,Ron Chernow,4.45,53849.0,37.5,Fiction
Alexander Hamilton,2014.0,Ron Chernow,4.9,39939.0,16.0,Fiction
Alexander Hamilton,2015.0,Ron Chernow,4.4,6018.0,33.0,Fiction
Alexander Hamilton,2016.0,Ron Chernow,4.55,98183.0,38.0,Fiction
Alexander Hamilton,2017.0,Ron Chernow,4.1,49256.0,36.0,Fiction
Alexander Hamilton,2018.0,Ron Chernow,4.45,23147.0,44.5,Fiction
Alexander Hamilton,2019.0,Ron Chernow,4.65,59407.0,36.0,Fiction
All The Light We Cannot See,2009.0,Anthony Doerr,4.7,21903.0,44.0,Fiction
All The Light We Cannot See,2011.0,Anthony Doerr,4.2,95992.0,26.0,Fiction
All The Light We Cannot See,2012.0,Anthony Doerr,4.35,29772.0,31.5,Fiction
All The Light We Cannot See,2013.0,Anthony Doerr,4.9,15957.0,8.0,Fiction
All The Light We Cannot See,2014.0,Anthony Doerr,4.6,36348.0,14.0,Fiction
All The Light We Cannot See,2015.0,Anthony Doerr,4.3,81296.0,14.0,Fiction
All The Light We Cannot See,2016.0,Anthony Doerr,4.0,112203.0,23.5,Fiction
All The Light We Cannot See,2017.0,Anthony Doerr,4.55,29411.0,15.5,Fiction
All The Light We Cannot See,2018.0,Anthony Doerr,4.65,2004.0,16.5,Fiction
All The Light We Cannot See,2019.0,Anthony Doerr,4.1,148759.0,27.0,Fiction
Allegiant,2009.0,Veronica Roth,3.95,65805.0,18.0,Fiction
Allegiant,2010.0,Veronica Roth,4.55,31327.0,41.0,Fiction
Allegiant,2011.0,Veronica Roth,4.3,39964.0,29.0,Fiction
Allegiant,2012.0,Veronica Roth,4.15,60491.0,29.0,Fiction
Allegiant,2013.0,Veronica Roth,4.1,43216.0,25.5,Fiction
Allegiant,2014.0,Veronica Roth,4.4,24584.0,26.0,Fiction
Allegiant,2016.0,Veronica Roth,4.35,68616.0,14.5,Fiction
Allegiant,2017.0,Veronica Roth,4.05,139680.0,25.0,Fiction
Allegiant,2018.0,Veronica Roth,4.3,49492.0,8.0,Fiction
Allegiant,2019.0,Veronica Roth,4.15,77509.0,24.0,Fiction
American Sniper: The Autobiography Of The Most Lethal Sniper In U.S. Military History,2009.0,Chris Kyle,4.5,64605.0,28.0,Fiction
American Sniper: The Autobiography Of The Most Lethal Sniper In U.S. Military History,2010.0,Chris Kyle,4.75,24998.0,26.0,Fiction
American Sniper: The Autobiography Of The Most Lethal Sniper In U.S. Military History,2011.0,Chris Kyle,4.0,83106.0,26.0,Fiction
American Sniper: The Autobiography Of The Most Lethal Sniper In U.S. Military History,2013.0,Chris Kyle,4.3,0.0,23.0,Fiction
American Sniper: The Autobiography Of The Most Lethal Sniper In U.S. Military History,2014.0,Chris Kyle,4.2,12415.0,14.0,Fiction
American Sniper: The Autobiography Of The Most Lethal Sniper In U.S. Military History,2015.0,Chris Kyle,4.55,123973.0,20.0,Fiction
American Sniper: The Autobiography Of The Most Lethal Sniper In U.S. Military History,2016.0,Chris Kyle,4.8,87561.0,25.0,Fiction
American Sniper: The Autobiography Of The Most Lethal Sniper In U.S. Military History,2017.0,Chris Kyle,4.7,5551.0,15.0,Fiction
American Sniper: The Autobiography Of The Most Lethal Sniper In U.S. Military History,2018.0,Chris Kyle,4.5,53190.0,25.0,Fiction
American Sniper: The Autobiography Of The Most Lethal Sniper In U.S. Military History,2019.0,Chris Kyle,3.95,32279.0,26.0,Fiction
And The Mountains Echoed,2009.0,Khaled Hosseini,4.9,49144.0,10.0,Non Fiction
And The Mountains Echoed,2010.0,Khaled Hosseini,4.6,0.0,23.0,Non Fiction
And The Mountains Echoed,2011.0,Khaled Hosseini,3.9,91032.0,26.0,Non Fiction
And The Mountains Echoed,2012.0,Khaled Hosseini,5.0,37036.0,17.0,Non Fiction
And The Mountains Echoed,2013.0,Khaled Hosseini,4.6,52165.0,19.5,Non Fiction
And The Mountains Echoed,2014.0,Khaled Hosseini,4.3,36094.0,39.0,Non Fiction
And The Mountains Echoed,2017.0,Khaled Hosseini,4.5,73082.0,31.0,Non Fiction
And The Mountains Echoed,2018.0,Khaled Hosseini,4.7,115208.0,28.0,Non Fiction
And The Mountains Echoed,2019.0,Khaled Hosseini,4.35,74701.0,33.0,Non Fiction
Arguing With Idiots: How To Stop Small Minds And Big Government,2009.0,Glenn Beck,4.6,798.0,5.0,Non Fiction
Arguing With Idiots: How To Stop Small Minds And Big Government,2010.0,Glenn Beck,3.7,0.0,6.0,Non Fiction
Arguing With Idiots: How To Stop Small Minds And Big Government,2011.0,Glenn Beck,4.3,103098.0,30.0,Non Fiction
Arguing With Idiots: How To Stop Small Minds And Big Government,2012.0,Glenn Beck,3.95,18486.0,22.5,Non Fiction
Arguing With Idiots: How To Stop Small Minds And Big Government,2014.0,Glenn Beck,4.2,45372.0,26.0,Non Fiction
Arguing With Idiots: How To Stop Small Minds And Big Government,2015.0,Glenn Beck,4.2,105759.0,15.0,Non Fiction
Arguing With Idiots: How To Stop Small Minds And Big Government,2016.0,Glenn Beck,3.9,115713.0,26.0,Non Fiction
Arguing With Idiots: How To Stop Small Minds And Big Government,2017.0,Glenn Beck,3.8,32297.0,30.0,Non Fiction
Arguing With Idiots: How To Stop Small Minds And Big Government,2018.0,Glenn Beck,4.3,55662.0,42.0,Non Fiction
Arguing With Idiots: How To Stop Small Minds And Big Government,2019.0,Glenn Beck,4.3,87087.0,30.5,Non Fiction
Astrophysics For People In A Hurry,2009.0,Neil Degrasse Tyson,4.3,48015.0,38.0,Non Fiction
Astrophysics For People In A Hurry,2011.0,Neil Degrasse Tyson,4.25,69156.0,38.5,Non Fiction
Astrophysics For People In A Hurry,2012.0,Neil Degrasse Tyson,4.2,70975.0,20.0,Non Fiction
Astrophysics For People In A Hurry,2013.0,Neil Degrasse Tyson,4.5,91291.0,14.5,Non Fiction
Astrophysics For People In A Hurry,2014.0,Neil Degrasse Tyson,4.3,0.0,26.0,Non Fiction
Astrophysics For People In A Hurry,2015.0,Neil Degrasse Tyson,4.4,15767.0,11.0,Non Fiction
Astrophysics For People In A Hurry,2016.0,Neil Degrasse Tyson,4.3,48311.0,41.0,Non Fiction
Astrophysics For People In A Hurry,2017.0,Neil Degrasse Tyson,4.4,125983.0,28.0,Non Fiction
Astrophysics For People In A Hurry,2018.0,Neil Degrasse Tyson,4.3,13518.0,30.0,Non Fiction
Astrophysics For People In A Hurry,2019.0,Neil Degrasse Tyson,4.65,37253.0,39.5,Non Fiction
"Autobiography Of Mark Twain, Vol. 1",2010.0,Mark Twain,4.5,2325.0,36.5,Non Fiction
"Autobiography Of Mark Twain, Vol. 1",2011.0,Mark Twain,4.3,117537.0,24.0,Non Fiction
"Autobiography Of Mark Twain, Vol. 1",2012.0,Mark Twain,4.3,8259.0,30.0,Non Fiction
